ID,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
2106,194,80,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.011,90.0041,119.992,,
2107,12,80,0.5,0.3438,0.1562,24.3607,6.1143,5.9348,89.9996,104.2795,90.0002,,
2108,33,80,0.25,0.0938,0.6562,10.8555,9.2514,9.8774,90.0014,89.9985,90.0003,,
2109,12,80,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,89.9998,104.6466,90.0001,,
2110,33,80,0.5938,0.0625,0.3438,10.3481,8.8522,9.481,90.0037,90.001,90.0007,,
2111,12,20,1,0,0,11.9413,2.9423,5.6725,89.9989,104.0172,90.0003,,
2112,33,40,0.125,0.1875,0.6875,5.4743,9.3275,9.9516,90.0002,89.998,90.0002,,
2113,194,80,0.5,0.5,0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,,
2114,167,30,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,,
2115,206,80,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.998,,
2116,167,30,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,,
2117,206,80,0.5,0.3438,0.1562,9.3327,9.3323,9.3323,90.0033,90.0036,89.9969,,
2118,33,40,0.375,0.1875,0.4375,5.2772,9.018,9.6441,90.0019,90.0001,90.0005,,
2119,167,60,0.8333,0.1667,0,9.7069,4.8532,13.2099,89.9864,90.0145,120.0016,,
2120,227,40,0.75,0.25,0,5.7352,5.735,14.037,89.9997,90.0009,119.9977,,
2121,194,80,0.3125,0.25,0.4375,6.6053,6.605,24.4263,90.0125,90.0049,119.9919,,
2122,206,80,0.2812,0.125,0.5938,9.8123,9.812,9.8123,90.0014,90.0017,89.9984,,
2123,33,80,0.5,0.1562,0.3438,10.392,8.8895,9.5168,90.0028,90.0008,90.0007,,
2124,33,40,0.6875,0.3125,0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,,
2125,206,80,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,,
2126,227,40,0.8125,0,0.1875,5.8609,5.8604,13.9104,90.012,90.002,120.0027,,
2127,12,80,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,,
2128,194,80,0.3125,0.125,0.5625,6.6978,6.6973,24.5872,90.0151,90.0046,119.9904,,
2129,194,80,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,,
2130,33,80,0.25,0.3438,0.4062,10.5782,9.0416,9.6653,90.0005,90,90.0005,,
2131,167,30,0.1667,0.25,0.5833,5.3209,5.3204,14.1965,89.9973,90.0019,120.001,,
2132,12,20,0,1,0,12.4608,3.0845,5.8773,90.0001,103.6591,90.0001,,
2133,33,80,0.125,0.25,0.625,10.8793,9.275,9.8986,90,89.9984,90.0002,,
2134,33,80,0.4062,0.2812,0.3125,10.4011,8.9007,9.5261,90.0017,90.0008,90.0007,,
2135,194,80,0.3438,0.25,0.4062,6.5723,6.5719,24.3625,90.0129,90.0057,119.9927,,
2136,167,30,0,0.3333,0.6667,5.4054,5.4049,14.3731,89.9992,89.9993,120.0008,,
2137,33,80,0.0625,0.9375,0,10.2153,8.7756,9.3922,89.997,90.0018,90.002,,
2138,33,80,0.0625,0.0625,0.875,11.1858,9.5098,10.1346,90.0002,89.9965,90.0002,,
2139,12,20,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,,
2140,12,80,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,,
2141,194,80,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,,
2142,227,40,0.3125,0.5625,0.125,10.1548,5.8818,14.4908,90.8607,91.0004,30.3176,,
2143,227,40,0.5625,0.125,0.3125,10.1815,5.8976,14.3001,84.1312,83.1775,30.8272,,
2144,167,30,0.1667,0.6667,0.1667,5.1049,5.1044,13.7293,89.9981,90.0028,120.0004,,
2145,12,80,0,0.6875,0.3125,24.8392,6.344,6.1971,90.0002,104.529,90.0001,,
2146,33,80,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,,
2147,12,80,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,,
2148,33,80,0.3438,0.5,0.1562,10.2571,8.7945,9.4174,90.0005,90.0015,90.0012,,
2149,33,80,0.625,0.125,0.25,10.2295,8.761,9.3896,90.0036,90.0014,90.0009,,
2150,206,80,0.4688,0.25,0.2812,9.4566,9.4563,9.4564,90.0026,90.003,89.9976,,
2151,12,20,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,,
2152,194,80,0.4375,0,0.5625,6.6585,6.658,24.4931,90.0177,90.0102,119.9916,,
2153,167,30,0.8333,0.1667,0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,,
2154,206,80,0.8125,0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,,
2155,12,80,0.7188,0.125,0.1562,24.1334,6.0521,5.8902,89.9993,104.3571,90.0002,,
2156,194,80,0.3438,0.0938,0.5625,6.6879,6.6874,24.5637,90.016,90.0059,119.9907,,
2157,167,60,0.3333,0.6667,0,9.9545,4.9768,13.4593,89.9952,90.0061,120.0005,,
2158,167,30,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,,
2159,33,40,0.625,0.375,0,4.9761,8.5513,9.1775,90.0026,90.0023,90.0017,,
2160,194,80,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,,
2161,12,80,0.375,0.4062,0.2188,24.4741,6.1848,6.0244,89.9998,104.4069,90.0001,,
2162,167,30,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,,
2163,12,80,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,,
2164,194,80,0.5,0.5,0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,,
2165,12,20,0.5,0.5,0,12.201,3.0134,5.7748,89.9995,103.8357,90.0002,,
2166,167,30,0.3333,0.1667,0.5,5.2364,5.236,14.0199,89.9952,90.0046,120.0012,,
2167,227,40,0.4375,0.25,0.3125,6.0354,6.0345,14.4453,90.0065,89.9971,119.9991,,
2168,194,80,0.125,0.3438,0.5312,6.7352,6.7348,24.6882,90.0068,89.9987,119.989,,
2169,194,80,0,0.2188,0.7812,6.9608,6.9602,25.1043,90.0087,89.9868,119.9855,,
2170,33,80,0.0625,0.625,0.3125,10.5619,9.0377,9.6573,89.9983,90.0002,90.0006,,
2171,12,80,0.2812,0.1875,0.5312,24.4891,6.3864,6.3646,90,105.1821,90.0001,,
2172,194,80,0.4375,0.2812,0.2812,6.4502,6.4499,24.1312,90.014,90.0065,119.9954,,
2173,227,40,0.375,0.3125,0.3125,6.0521,6.0511,14.483,90.0064,89.9977,119.999,,
2174,227,40,0.8125,0.1875,0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,,
2175,12,80,0.4375,0.2812,0.2812,24.3927,6.202,6.0758,89.9997,104.5965,90.0001,,
2176,12,80,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,,
2177,33,80,0.75,0.1562,0.0938,9.9978,8.5801,9.2093,90.0042,90.0021,90.0012,,
2178,206,80,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,,
2179,167,30,0.9167,0.0833,0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,,
2180,194,80,0.5312,0.3125,0.1562,6.3285,6.3283,23.9,90.0156,90.0045,119.9985,,
2181,206,80,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,,
2182,12,20,0.25,0.625,0.125,12.3144,3.084,5.9539,89.9999,104.1046,90.0001,,
2183,167,60,0.625,0.0417,0.3333,10.1555,5.0775,13.6876,89.9909,90.0096,120.0016,,
2184,227,40,0.375,0.625,0,10.0023,5.7923,14.2702,90.7517,90.8738,30.2984,,
2185,167,30,0.6667,0.1667,0.1667,4.9811,4.9808,13.4799,89.99,90.0109,120.0014,,
2186,206,80,0.7812,0.0625,0.1562,9.2149,9.2142,9.2145,90.0021,90.0031,89.9989,,
2187,206,80,0,0.5312,0.4688,9.8193,9.8193,9.8191,90.0032,90.0028,89.9957,,
2188,206,80,0.8125,0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,,
2189,206,80,0,0.1562,0.8438,10.1518,10.1518,10.152,90.0012,90.001,89.9983,,
2190,33,80,0.125,0.125,0.75,11.0179,9.38,10.0046,90.0004,89.9976,90.0002,,
2191,12,80,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,,
2192,194,80,0.5,0.5,0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,,
2193,12,80,0.125,0.5,0.375,24.6928,6.3434,6.2358,90.0001,104.735,90.0001,,
2194,206,80,0.5312,0.4688,0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,,
2195,227,40,0.4375,0.1875,0.375,9.8929,5.7466,14.2053,91.1993,91.392,30.5998,,
2196,206,80,0.5625,0.4375,0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,,
2197,206,80,0.3438,0.4688,0.1875,9.4259,9.4256,9.4255,90.0037,90.0037,89.9961,,
2198,227,40,0,0.0625,0.9375,11.1059,6.4278,15.6157,98.0402,99.3117,30.2324,,
2199,227,40,0.25,0.75,0,5.8879,5.8882,14.3974,90.0188,89.9797,120.0034,,
2200,194,80,0,0.5,0.5,6.7535,6.7531,24.7421,89.9985,89.9968,119.988,,
2201,227,40,0.5625,0.4375,0,9.9771,5.7367,14.1381,93.5941,93.0715,30.1257,,
2202,194,80,0.6875,0,0.3125,6.3969,6.3965,23.9835,90.0133,90.0147,119.9975,,
2203,227,40,0.5,0.3125,0.1875,10.1381,5.8715,14.4592,90.8395,90.9743,30.3072,,
2204,206,80,0.4375,0.5625,0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,,
2205,167,30,0.3333,0.6667,0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,,
2206,227,40,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,,
2207,194,80,0.375,0.4375,0.1875,6.4006,6.4004,24.0576,90.0131,90.0039,119.9961,,
2208,206,80,0.4375,0.2188,0.3438,9.5251,9.5248,9.5249,90.0023,90.0027,89.9978,,
2209,12,80,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,,
2210,12,80,0.5,0.125,0.375,24.303,6.2367,6.1594,89.9997,104.8634,90.0001,,
2211,167,60,0.5833,0,0.4167,10.2626,5.131,13.8018,89.9916,90.0086,120.0016,,
2212,12,20,0,0.25,0.75,12.3619,3.2944,6.6469,90.0003,105.6108,90,,
2213,194,10,0,0.25,0.75,3.4689,3.4686,12.532,90.0072,89.988,119.9857,,
2214,194,80,0,0.1562,0.8438,7.0069,7.0063,25.1849,90.0117,89.9843,119.985,,
2215,194,80,0.8125,0.1562,0.0312,6.1511,6.1508,23.5281,90.0132,90.0014,120.0041,,
2216,167,30,0.3333,0.6667,0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,,
2217,227,40,0,0.0625,0.9375,6.5057,6.5057,15.9581,90.0009,89.9921,120.0013,,
2218,167,30,0.4167,0.5833,0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,,
2219,206,80,0.8125,0.0625,0.125,9.1741,9.1734,9.1737,90.0022,90.0032,89.9989,,
2220,206,80,0.9688,0.0312,0,8.9978,8.997,8.9973,90.0025,90.0037,89.9992,,
2221,167,30,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,,
2222,227,40,0,0.25,0.75,10.9686,6.2964,15.7593,100.383,98.8565,30.3211,,
2223,167,30,0.3333,0.6667,0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,,
2224,227,40,0.0625,0.625,0.3125,10.536,6.034,15.0687,97.9713,96.6192,30.1896,,
2225,206,80,0.3438,0.6562,0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,,
2226,194,80,0.9062,0.0312,0.0625,6.1471,6.1467,23.4979,90.0081,90.0057,120.0045,,
2227,33,80,0.4375,0.1875,0.375,10.4559,8.9407,9.5672,90.0023,90.0006,90.0006,,
2228,206,80,0.2188,0,0.7812,10.0047,10.0045,10.0049,90.0006,90.0009,89.9993,,
2229,206,80,0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.997,,
2230,33,40,0.8125,0.1875,0,4.9323,8.4765,9.1059,90.0044,90.0024,90.0015,,
2231,167,30,0.9167,0.0833,0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,,
2232,167,30,0.3333,0.4167,0.25,5.1068,5.1064,13.7396,89.9955,90.0052,120.0008,,
2233,12,80,0.375,0.2812,0.3438,24.4411,6.2548,6.1527,89.9998,104.7393,90.0001,,
2234,33,80,0.5938,0.1875,0.2188,10.2095,8.7473,9.375,90.0032,90.0015,90.0009,,
2235,33,80,0.5625,0.0938,0.3438,10.3628,8.8646,9.493,90.0034,90.001,90.0007,,
2236,12,20,0.5,0.5,0,12.201,3.0134,5.7748,89.9995,103.8357,90.0002,,
2237,194,80,0.125,0.0625,0.8125,6.9428,6.9422,25.0504,90.0172,89.9916,119.9863,,
2238,194,80,0.8125,0.0625,0.125,6.2208,6.2204,23.6485,90.0111,90.0082,120.0022,,
2239,33,80,0.125,0.6562,0.2188,10.4287,8.9342,9.5539,89.9986,90.0008,90.0009,,
2240,227,40,0.3125,0.375,0.3125,10.356,5.9959,14.579,87.9753,87.6655,30.2822,,
2241,194,80,0.8125,0.1875,0,6.1279,6.1276,23.4879,90.0142,89.999,120.0047,,
2242,194,80,0.375,0.25,0.375,6.5393,6.5389,24.2988,90.0133,90.0064,119.9934,,
2243,33,40,0.25,0.75,0,5.0638,8.7008,9.3206,89.9989,90.002,90.0019,,
2244,227,40,0.25,0.25,0.5,10.5591,6.1189,15.0718,91.1294,91.3115,30.3617,,
2245,206,80,0.9062,0.0625,0.0312,9.0517,9.0509,9.0513,90.0025,90.0036,89.9989,,
2246,227,40,0.3125,0.375,0.3125,10.3436,5.9924,14.761,90.9873,91.1468,30.3373,,
2247,167,30,0.25,0.75,0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,,
2248,206,80,0.6875,0,0.3125,9.3927,9.3921,9.3925,90.0014,90.0024,89.9993,,
2249,12,80,0,0.4375,0.5625,24.7732,6.4839,6.4539,90.0003,105.1649,90,,
2250,206,80,0.5625,0.4375,0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,,
2251,33,80,0.5,0.3438,0.1562,10.184,8.7322,9.3578,90.0021,90.0017,90.0011,,
2252,227,40,0.375,0.5625,0.0625,5.8716,5.8713,14.3768,89.9951,90.0035,119.9978,,
2253,167,30,0.3333,0.0833,0.5833,5.2796,5.2792,14.1134,89.995,90.0044,120.0013,,
2254,227,40,0,0.1875,0.8125,10.9802,6.3662,15.6847,91.397,91.6226,30.4126,,
2255,12,20,0.25,0.75,0,12.3309,3.049,5.826,89.9998,103.7468,90.0001,,
2256,167,30,0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120,,
2257,33,80,0.8125,0.0625,0.125,10.0032,8.5814,9.212,90.0049,90.0021,90.0011,,
2258,206,80,0.5,0.1562,0.3438,9.4989,9.4986,9.4987,90.002,90.0026,89.9982,,
2259,167,30,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,,
2260,227,40,0.375,0.1875,0.4375,6.126,6.1231,14.9952,90.0501,87.4271,120.024,,
2261,12,80,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,,
2262,194,80,0.5625,0.4375,0,6.2031,6.203,23.6756,90.0189,89.9981,120.0017,,
2263,227,40,0.1875,0.8125,0,9.7943,5.7421,14.4886,95.7329,96.7296,31.4765,,
2264,206,80,0.1562,0,0.8438,10.0863,10.0862,10.0865,90.0005,90.0008,89.9993,,
2265,194,80,0.5312,0.4688,0,6.2128,6.2127,23.6991,90.0189,89.9983,120.0013,,
2266,167,30,0.8333,0.1667,0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,,
2267,12,80,0.375,0.2188,0.4062,24.4246,6.2898,6.217,89.9998,104.9005,90.0001,,
2268,12,80,0.1875,0.375,0.4375,24.6113,6.3606,6.2872,90,104.9163,90.0001,,
2269,206,80,0.9375,0,0.0625,9.0663,9.0655,9.0659,90.0022,90.0034,89.9994,,
2270,167,30,0.25,0.25,0.5,5.257,5.2566,14.0615,89.9964,90.0033,120.001,,
2271,167,30,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,,
2272,12,80,0.5625,0.3125,0.125,24.304,6.079,5.89,89.9995,104.2147,90.0002,,
2273,12,80,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,,
2274,12,80,0,0.1875,0.8125,24.7073,6.6238,6.7113,90.0003,105.754,90,,
2275,206,80,0.0625,0.1875,0.75,10.0425,10.0424,10.0426,90.0014,90.0014,89.9981,,
2276,167,30,0.3333,0.5833,0.0833,5.0204,5.02,13.5528,89.9953,90.0058,120.0006,,
2277,12,80,0.1875,0.125,0.6875,24.5453,6.5005,6.5445,90.0001,105.5264,90.0001,,
2278,206,80,0.3438,0.3438,0.3125,9.5367,9.5364,9.5365,90.0029,90.003,89.9969,,
2279,194,80,0.4688,0.5312,0,6.2323,6.2322,23.7461,90.0183,89.9988,120.0005,,
2280,206,80,0.4688,0.125,0.4062,9.5675,9.5671,9.5673,90.0017,90.0023,89.9984,,
2281,227,40,0.6875,0.1875,0.125,5.8505,5.85,14.0496,90.0045,89.996,119.9991,,
2282,194,80,0.5312,0,0.4688,6.5601,6.5597,24.3019,90.0163,90.0132,119.9936,,
2283,194,80,0.5938,0,0.4062,6.4947,6.4943,24.1745,90.0152,90.0144,119.9951,,
2284,194,80,0.3125,0.0625,0.625,6.744,6.7435,24.6676,90.017,90.0043,119.9897,,
2285,206,80,0.0938,0.125,0.7812,10.0571,10.057,10.0572,90.0011,90.0012,89.9985,,
2286,194,80,0.75,0.0625,0.1875,6.2856,6.2852,23.7758,90.0123,90.0104,120.0003,,
2287,194,80,0.3438,0,0.6562,6.7573,6.7568,24.6844,90.0188,90.0056,119.9897,,
2288,227,40,0.1875,0.25,0.5625,6.2406,6.2359,15.3003,90.0326,86.7734,120.0031,,
2289,227,40,0,0.25,0.75,10.9686,6.2964,15.7593,100.383,98.8565,30.3211,,
2290,206,80,0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,,
2291,227,40,0.25,0.375,0.375,6.1239,6.1212,15.0064,90.0408,87.8012,120.0184,,
2292,227,40,0.5,0.5,0,9.9492,5.7608,14.1892,90.7074,90.8216,30.2868,,
2293,12,80,0.4688,0.1875,0.3438,24.3437,6.2281,6.1336,89.9997,104.7716,90.0001,,
2294,167,30,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,,
2295,194,80,0.4062,0.0625,0.5312,6.6451,6.6447,24.4764,90.0165,90.0085,119.9917,,
2296,12,80,0,0.75,0.25,24.8557,6.309,6.1331,90.0002,104.362,90.0001,,
2297,33,40,0.1875,0.8125,0,5.0784,8.7257,9.3445,89.9983,90.002,90.002,,
2298,33,80,0,0.3125,0.6875,11.007,9.3773,9.9993,89.999,89.9976,90,,
2299,12,80,0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90,,
2300,194,80,0.7812,0.1875,0.0312,6.1603,6.16,23.5515,90.0143,90.001,120.0037,,
2301,167,60,0.8333,0,0.1667,9.8796,4.9396,13.3968,89.9871,90.0137,120.0018,,
2302,33,80,0.6562,0.125,0.2188,10.1803,8.7224,9.3511,90.0038,90.0016,90.0009,,
2303,33,80,0.0938,0.125,0.7812,11.0672,9.4186,10.0431,90.0002,89.9972,90.0002,,
2304,167,30,0.5833,0.4167,0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,,
2305,33,80,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,90.0052,90.0021,90.0011,,
2306,194,80,0.7188,0,0.2812,6.3644,6.364,23.9198,90.0126,90.0144,119.9983,,
2307,33,40,0.5,0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,,
2308,227,40,0.5625,0.125,0.3125,9.8456,5.7176,14.1245,91.1233,91.3032,30.573,,
2309,206,80,0.1562,0.1875,0.6562,9.9201,9.9199,9.9201,90.0015,90.0016,89.998,,
2310,12,20,0.125,0.875,0,12.3959,3.0668,5.8516,90,103.7028,90.0001,,
2311,194,80,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.989,,
2312,206,80,0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,,
2313,167,60,0.75,0.0833,0.1667,9.9209,4.9602,13.4383,89.9886,90.0123,120.0016,,
2314,206,80,0.375,0.3438,0.2812,9.4959,9.4956,9.4956,90.0029,90.0031,89.9969,,
2315,206,80,0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,,
2316,206,80,0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,,
2317,12,80,0.0312,0.7812,0.1875,24.8397,6.2651,6.0626,90.0001,104.2024,90.0001,,
2318,206,80,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,,
2319,206,80,0.5625,0,0.4375,9.5559,9.5554,9.5558,90.0012,90.002,89.9993,,
2320,206,80,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,,
2321,33,80,0.25,0.625,0.125,10.2662,8.8057,9.4267,89.9995,90.0015,90.0013,,
2322,194,80,0.7188,0.0938,0.1875,6.2948,6.2945,23.7993,90.0131,90.0096,120,,
2323,227,40,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,,
2324,167,30,0.9167,0.0833,0,4.8328,4.8326,13.1683,89.9848,90.016,120.0018,,
2325,227,40,0.625,0.0625,0.3125,5.9925,5.9918,14.1593,90.014,90.0028,120.0021,,
2326,194,80,0.5938,0.25,0.1562,6.3093,6.3091,23.853,90.0155,90.0054,119.9992,,
2327,167,30,0,0.3333,0.6667,5.4054,5.4049,14.3731,89.9992,89.9993,120.0008,,
2328,33,80,0.3438,0.5,0.1562,10.2571,8.7945,9.4174,90.0005,90.0015,90.0012,,
2329,227,40,0.1875,0.75,0.0625,10.2273,5.9044,14.2936,82.7441,81.6413,30.1104,,
2330,194,80,0,0.4688,0.5312,6.7765,6.7761,24.7824,89.9993,89.9958,119.9877,,
2331,12,80,0.2812,0.5,0.2188,24.5716,6.2115,6.0436,89.9999,104.3742,90.0001,,
2332,12,80,0.25,0.5312,0.2188,24.6041,6.2204,6.05,89.9999,104.3634,90.0001,,
2333,206,80,0.875,0.125,0,9.0371,9.0364,9.0366,90.0029,90.0038,89.9985,,
2334,167,30,0,0.4167,0.5833,5.3622,5.3617,14.2797,89.9996,89.9994,120.0006,,
2335,33,40,0.25,0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,,
2336,206,80,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.998,,
2337,12,80,0.2188,0.375,0.4062,24.5871,6.3342,6.2488,90,104.8473,90.0001,,
2338,12,80,0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90,,
2339,12,80,0,0.5938,0.4062,24.8145,6.3964,6.2933,90.0002,104.7733,90.0001,,
2340,194,80,0.0625,0.125,0.8125,6.9632,6.9626,25.0975,90.0139,89.9885,119.9858,,
2341,33,80,0.3438,0.0625,0.5938,10.7423,9.1616,9.7886,90.0021,89.9992,90.0004,,
2342,167,30,0.3333,0.3333,0.3333,5.15,5.1496,13.8331,89.9954,90.0049,120.0009,,
2343,206,80,0.125,0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,,
2344,167,30,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,,
2345,167,30,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,,
2346,206,80,0.375,0.625,0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,,
2347,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,,
2348,206,80,0.0938,0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,,
2349,206,80,0.125,0.7188,0.1562,9.4898,9.4897,9.4894,90.0048,90.0043,89.9944,,
2350,194,80,0.4375,0.1562,0.4062,6.5428,6.5424,24.292,90.0148,90.0085,119.9936,,
2351,167,30,0.1667,0.8333,0,5.0185,5.018,13.5425,89.9979,90.0034,120.0001,,
2352,206,80,0.4375,0.3125,0.25,9.442,9.4417,9.4417,90.0029,90.0032,89.9971,,
2353,194,80,0.3125,0.625,0.0625,6.3282,6.3281,23.944,90.0131,90.002,119.9974,,
2354,194,80,0.4375,0.0625,0.5,6.6122,6.6118,24.4127,90.0163,90.0096,119.9924,,
2355,194,80,0.2188,0.4375,0.3438,6.5662,6.5659,24.3762,90.0079,90.0032,119.9921,,
2356,33,80,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,,
2357,227,40,0.0625,0.3125,0.625,10.7756,6.2196,14.8766,84.3355,83.4255,30.9387,,
2358,206,80,0.5312,0.4688,0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,,
2359,227,40,0.25,0.4375,0.3125,6.0905,6.0882,14.9241,90.042,88.1559,120.0197,,
2360,12,20,0.75,0.25,0,12.0711,2.9779,5.7236,89.9992,103.9258,90.0002,,
2361,227,40,0.3125,0.375,0.3125,6.041,6.0411,14.8633,89.998,89.9981,120.0008,,
2362,12,20,0.125,0.875,0,12.3959,3.0668,5.8516,90,103.7028,90.0001,,
2363,227,40,0.375,0.3125,0.3125,9.9165,5.7611,14.2456,91.237,91.4361,30.6131,,
2364,206,80,0.0938,0.8438,0.0625,9.4198,9.4198,9.4193,90.0056,90.0048,89.9935,,
2365,12,80,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,,
2366,33,80,0.8125,0.1562,0.0312,9.8993,8.5027,9.1325,90.0045,90.0023,90.0014,,
2367,12,80,0.4375,0.25,0.3125,24.3844,6.2195,6.1079,89.9997,104.6791,90.0001,,
2368,206,80,0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,,
2369,206,80,0.7812,0,0.2188,9.2703,9.2696,9.27,90.0017,90.0027,89.9993,,
2370,167,30,0.4167,0.25,0.3333,5.1294,5.129,13.7915,89.9942,90.0063,120.0011,,
2371,33,80,0.9375,0.0312,0.0312,9.8408,8.4529,9.0847,90.0056,90.0023,90.0012,,
2372,33,40,0.9375,0,0.0625,4.9377,8.4791,9.1113,90.0058,90.0023,90.0011,,
2373,206,80,0.6875,0.3125,0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,,
2374,167,30,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,,
